annotation_id,rubric_item_id,score_order,raw_value,awarded_points
autograder_annotation_000018,rubric_item_000169,13,1,1.0
autograder_annotation_000018,rubric_item_000170,14,1,1.0
autograder_annotation_000018,rubric_item_000171,15,1,1.0
autograder_annotation_000018,rubric_item_000172,16,0,-0.0
autograder_annotation_000018,rubric_item_000173,17,3,-1.5
autograder_annotation_000019,rubric_item_000174,1,1,1.0
autograder_annotation_000019,rubric_item_000175,2,1,1.0
autograder_annotation_000019,rubric_item_000176,3,1,1.0
autograder_annotation_000019,rubric_item_000177,4,1,1.0
autograder_annotation_000019,rubric_item_000178,5,0,0
autograder_annotation_000019,rubric_item_000179,6,1,1.0
autograder_annotation_000019,rubric_item_000180,7,1,1.0
autograder_annotation_000019,rubric_item_000181,8,1,1.0
autograder_annotation_000019,rubric_item_000182,9,1,1.0
autograder_annotation_000019,rubric_item_000183,10,1,1.0
autograder_annotation_000019,rubric_item_000184,11,1,1.0
autograder_annotation_000019,rubric_item_000185,12,0,0
autograder_annotation_000019,rubric_item_000186,13,0,0
autograder_annotation_000019,rubric_item_000187,14,1,1.0
autograder_annotation_000019,rubric_item_000188,15,1,1.0
autograder_annotation_000019,rubric_item_000189,16,1,1.0
autograder_annotation_000019,rubric_item_000190,17,1,1.0
autograder_annotation_000019,rubric_item_000191,18,1,1.0
autograder_annotation_000019,rubric_item_000192,19,0,0
autograder_annotation_000019,rubric_item_000193,20,1,1.0
autograder_annotation_000019,rubric_item_000194,21,1,1.0
autograder_annotation_000019,rubric_item_000195,22,1,1.0
autograder_annotation_000019,rubric_item_000196,23,2,-2.0
autograder_annotation_000019,rubric_item_000197,24,4,-2.0
autograder_annotation_000020,rubric_item_000174,1,1,1.0
autograder_annotation_000020,rubric_item_000175,2,1,1.0
autograder_annotation_000020,rubric_item_000176,3,1,1.0
autograder_annotation_000020,rubric_item_000177,4,0,0
autograder_annotation_000020,rubric_item_000178,5,0,0
autograder_annotation_000020,rubric_item_000179,6,1,1.0
autograder_annotation_000020,rubric_item_000180,7,1,1.0
autograder_annotation_000020,rubric_item_000181,8,1,1.0
autograder_annotation_000020,rubric_item_000182,9,1,1.0
autograder_annotation_000020,rubric_item_000183,10,1,1.0
autograder_annotation_000020,rubric_item_000184,11,1,1.0
autograder_annotation_000020,rubric_item_000185,12,0,0
autograder_annotation_000020,rubric_item_000186,13,0,0
autograder_annotation_000020,rubric_item_000187,14,1,1.0
autograder_annotation_000020,rubric_item_000188,15,1,1.0
autograder_annotation_000020,rubric_item_000189,16,1,1.0
autograder_annotation_000020,rubric_item_000190,17,1,1.0
autograder_annotation_000020,rubric_item_000191,18,1,1.0
autograder_annotation_000020,rubric_item_000192,19,1,1.0
autograder_annotation_000020,rubric_item_000193,20,1,1.0
autograder_annotation_000020,rubric_item_000194,21,0,0
autograder_annotation_000020,rubric_item_000195,22,1,1.0
autograder_annotation_000020,rubric_item_000196,23,3,-3.0
autograder_annotation_000020,rubric_item_000197,24,2,-1.0
autograder_annotation_000021,rubric_item_000174,1,1,1.0
autograder_annotation_000021,rubric_item_000175,2,1,1.0
autograder_annotation_000021,rubric_item_000176,3,1,1.0
autograder_annotation_000021,rubric_item_000177,4,0,0
autograder_annotation_000021,rubric_item_000178,5,0,0
autograder_annotation_000021,rubric_item_000179,6,1,1.0
autograder_annotation_000021,rubric_item_000180,7,1,1.0
autograder_annotation_000021,rubric_item_000181,8,1,1.0
autograder_annotation_000021,rubric_item_000182,9,1,1.0
autograder_annotation_000021,rubric_item_000183,10,1,1.0
autograder_annotation_000021,rubric_item_000184,11,1,1.0
autograder_annotation_000021,rubric_item_000185,12,0,0
autograder_annotation_000021,rubric_item_000186,13,1,1.0
autograder_annotation_000021,rubric_item_000187,14,1,1.0
autograder_annotation_000021,rubric_item_000188,15,1,1.0
autograder_annotation_000021,rubric_item_000189,16,1,1.0
autograder_annotation_000021,rubric_item_000190,17,1,1.0
autograder_annotation_000021,rubric_item_000191,18,1,1.0
autograder_annotation_000021,rubric_item_000192,19,1,1.0
autograder_annotation_000021,rubric_item_000193,20,1,1.0
autograder_annotation_000021,rubric_item_000194,21,0,0
autograder_annotation_000021,rubric_item_000195,22,1,1.0
autograder_annotation_000021,rubric_item_000196,23,1,-1.0
autograder_annotation_000021,rubric_item_000197,24,3,-1.5
autograder_annotation_000025,rubric_item_000299,1,1,1.0
autograder_annotation_000025,rubric_item_000300,2,1,1.0
autograder_annotation_000025,rubric_item_000301,3,1,1.0
autograder_annotation_000025,rubric_item_000302,4,1,1.0
autograder_annotation_000025,rubric_item_000303,5,1,1.0
autograder_annotation_000025,rubric_item_000304,6,1,1.0
autograder_annotation_000025,rubric_item_000305,7,0,-0.0
autograder_annotation_000025,rubric_item_000306,8,2,-1.0
autograder_annotation_000026,rubric_item_000299,1,1,1.0
autograder_annotation_000026,rubric_item_000300,2,1,1.0
autograder_annotation_000026,rubric_item_000301,3,1,1.0
autograder_annotation_000026,rubric_item_000302,4,1,1.0
autograder_annotation_000026,rubric_item_000303,5,1,1.0
autograder_annotation_000026,rubric_item_000304,6,1,1.0
autograder_annotation_000026,rubric_item_000305,7,0,-0.0
autograder_annotation_000026,rubric_item_000306,8,3,-1.5
autograder_annotation_000027,rubric_item_000299,1,1,1.0
autograder_annotation_000027,rubric_item_000300,2,1,1.0
autograder_annotation_000027,rubric_item_000301,3,1,1.0
autograder_annotation_000027,rubric_item_000302,4,1,1.0
autograder_annotation_000027,rubric_item_000303,5,1,1.0
autograder_annotation_000027,rubric_item_000304,6,1,1.0
autograder_annotation_000027,rubric_item_000305,7,0,-0.0
autograder_annotation_000027,rubric_item_000306,8,3,-1.5
autograder_annotation_000031,rubric_item_000436,1,1,1.0
autograder_annotation_000031,rubric_item_000437,2,1,1.0
autograder_annotation_000031,rubric_item_000438,3,1,1.0
autograder_annotation_000031,rubric_item_000439,4,1,1.0
autograder_annotation_000031,rubric_item_000440,5,1,0.5
autograder_annotation_000031,rubric_item_000441,6,1,0.5
autograder_annotation_000031,rubric_item_000442,7,1,0.5
autograder_annotation_000031,rubric_item_000443,8,1,0.5
autograder_annotation_000031,rubric_item_000444,9,1,0.5
autograder_annotation_000031,rubric_item_000445,10,1,0.5
autograder_annotation_000031,rubric_item_000446,11,1,1.0
autograder_annotation_000031,rubric_item_000447,12,1,1.0
autograder_annotation_000031,rubric_item_000448,13,1,1.0
autograder_annotation_000031,rubric_item_000449,14,1,1.0
autograder_annotation_000031,rubric_item_000450,15,1,1.0
autograder_annotation_000031,rubric_item_000451,16,1,1.0
autograder_annotation_000031,rubric_item_000452,17,1,1.0
autograder_annotation_000031,rubric_item_000453,18,1,1.0
autograder_annotation_000031,rubric_item_000454,19,1,1.0
autograder_annotation_000031,rubric_item_000455,20,1,1.0
autograder_annotation_000031,rubric_item_000456,21,0,-0.0
autograder_annotation_000031,rubric_item_000457,22,4,-2.0
autograder_annotation_000032,rubric_item_000436,1,1,1.0
autograder_annotation_000032,rubric_item_000437,2,1,1.0
autograder_annotation_000032,rubric_item_000438,3,1,1.0
autograder_annotation_000032,rubric_item_000439,4,1,1.0
autograder_annotation_000032,rubric_item_000440,5,1,0.5
autograder_annotation_000032,rubric_item_000441,6,1,0.5
autograder_annotation_000032,rubric_item_000442,7,1,0.5
autograder_annotation_000032,rubric_item_000443,8,1,0.5
autograder_annotation_000032,rubric_item_000444,9,1,0.5
autograder_annotation_000032,rubric_item_000445,10,1,0.5
autograder_annotation_000032,rubric_item_000446,11,1,1.0
autograder_annotation_000032,rubric_item_000447,12,1,1.0
autograder_annotation_000032,rubric_item_000448,13,1,1.0
autograder_annotation_000032,rubric_item_000449,14,1,1.0
autograder_annotation_000032,rubric_item_000450,15,1,1.0
autograder_annotation_000032,rubric_item_000451,16,1,1.0
autograder_annotation_000032,rubric_item_000452,17,1,1.0
autograder_annotation_000032,rubric_item_000453,18,1,1.0
autograder_annotation_000032,rubric_item_000454,19,1,1.0
autograder_annotation_000032,rubric_item_000455,20,1,1.0
autograder_annotation_000032,rubric_item_000456,21,0,-0.0
autograder_annotation_000032,rubric_item_000457,22,7,-3.5
autograder_annotation_000033,rubric_item_000436,1,1,1.0
autograder_annotation_000033,rubric_item_000437,2,1,1.0
autograder_annotation_000033,rubric_item_000438,3,1,1.0
autograder_annotation_000033,rubric_item_000439,4,1,1.0
autograder_annotation_000033,rubric_item_000440,5,1,0.5
autograder_annotation_000033,rubric_item_000441,6,1,0.5
autograder_annotation_000033,rubric_item_000442,7,1,0.5
autograder_annotation_000033,rubric_item_000443,8,1,0.5
autograder_annotation_000033,rubric_item_000444,9,1,0.5
autograder_annotation_000033,rubric_item_000445,10,1,0.5
autograder_annotation_000033,rubric_item_000446,11,1,1.0
autograder_annotation_000033,rubric_item_000447,12,1,1.0
autograder_annotation_000033,rubric_item_000448,13,1,1.0
autograder_annotation_000033,rubric_item_000449,14,1,1.0
autograder_annotation_000033,rubric_item_000450,15,1,1.0
autograder_annotation_000033,rubric_item_000451,16,1,1.0
autograder_annotation_000033,rubric_item_000452,17,1,1.0
autograder_annotation_000033,rubric_item_000453,18,1,1.0
autograder_annotation_000033,rubric_item_000454,19,1,1.0
autograder_annotation_000033,rubric_item_000455,20,1,1.0
autograder_annotation_000033,rubric_item_000456,21,0,-0.0
autograder_annotation_000033,rubric_item_000457,22,7,-3.5
autograder_annotation_000037,rubric_item_000291,1,0,0
autograder_annotation_000037,rubric_item_000292,2,0,0
autograder_annotation_000037,rubric_item_000293,3,0,0
autograder_annotation_000037,rubric_item_000294,4,1,1.0
autograder_annotation_000037,rubric_item_000295,5,1,1.0
autograder_annotation_000037,rubric_item_000296,6,1,2.0
autograder_annotation_000037,rubric_item_000297,7,0,-0.0
autograder_annotation_000037,rubric_item_000298,8,2,-1.0
autograder_annotation_000038,rubric_item_000291,1,0,0
autograder_annotation_000038,rubric_item_000292,2,0,0
autograder_annotation_000038,rubric_item_000293,3,0,0
autograder_annotation_000038,rubric_item_000294,4,1,1.0
autograder_annotation_000038,rubric_item_000295,5,1,1.0
autograder_annotation_000038,rubric_item_000296,6,1,2.0
autograder_annotation_000038,rubric_item_000297,7,0,-0.0
autograder_annotation_000038,rubric_item_000298,8,11,-5.5
autograder_annotation_000039,rubric_item_000291,1,0,0
autograder_annotation_000039,rubric_item_000292,2,0,0
autograder_annotation_000039,rubric_item_000293,3,0,0
autograder_annotation_000039,rubric_item_000294,4,1,1.0
autograder_annotation_000039,rubric_item_000295,5,1,1.0
autograder_annotation_000039,rubric_item_000296,6,1,2.0
autograder_annotation_000039,rubric_item_000297,7,0,-0.0
autograder_annotation_000039,rubric_item_000298,8,2,-1.0
autograder_annotation_000043,rubric_item_000038,1,1,1.0
autograder_annotation_000043,rubric_item_000039,2,1,1.0
autograder_annotation_000043,rubric_item_000040,3,0,0
autograder_annotation_000043,rubric_item_000041,4,1,1.0
autograder_annotation_000043,rubric_item_000042,5,1,1.0
autograder_annotation_000043,rubric_item_000043,6,0,0
autograder_annotation_000043,rubric_item_000044,7,0,0
autograder_annotation_000043,rubric_item_000045,8,1,1.0
autograder_annotation_000043,rubric_item_000046,9,1,1.0
autograder_annotation_000043,rubric_item_000047,10,1,1.0
autograder_annotation_000043,rubric_item_000048,11,0,0
autograder_annotation_000043,rubric_item_000049,12,1,1.0
autograder_annotation_000043,rubric_item_000050,13,2,-2.0
autograder_annotation_000043,rubric_item_000051,14,5,-2.5
autograder_annotation_000044,rubric_item_000038,1,1,1.0
autograder_annotation_000044,rubric_item_000039,2,1,1.0
autograder_annotation_000044,rubric_item_000040,3,0,0
autograder_annotation_000044,rubric_item_000041,4,1,1.0
autograder_annotation_000044,rubric_item_000042,5,1,1.0
autograder_annotation_000044,rubric_item_000043,6,0,0
autograder_annotation_000044,rubric_item_000044,7,0,0
autograder_annotation_000044,rubric_item_000045,8,1,1.0
autograder_annotation_000044,rubric_item_000046,9,1,1.0
autograder_annotation_000044,rubric_item_000047,10,1,1.0
autograder_annotation_000044,rubric_item_000048,11,0,0
autograder_annotation_000044,rubric_item_000049,12,0,0
autograder_annotation_000044,rubric_item_000050,13,1,-1.0
autograder_annotation_000044,rubric_item_000051,14,4,-2.0
autograder_annotation_000045,rubric_item_000038,1,1,1.0
autograder_annotation_000045,rubric_item_000039,2,1,1.0
autograder_annotation_000045,rubric_item_000040,3,1,1.0
autograder_annotation_000045,rubric_item_000041,4,1,1.0
autograder_annotation_000045,rubric_item_000042,5,1,1.0
autograder_annotation_000045,rubric_item_000043,6,0,0
autograder_annotation_000045,rubric_item_000044,7,0,0
autograder_annotation_000045,rubric_item_000045,8,1,1.0
autograder_annotation_000045,rubric_item_000046,9,1,1.0
autograder_annotation_000045,rubric_item_000047,10,1,1.0
autograder_annotation_000045,rubric_item_000048,11,1,3.0
autograder_annotation_000045,rubric_item_000049,12,1,1.0
autograder_annotation_000045,rubric_item_000050,13,2,-2.0
autograder_annotation_000045,rubric_item_000051,14,4,-2.0
autograder_annotation_000049,rubric_item_000010,1,1,1.0
autograder_annotation_000049,rubric_item_000011,2,1,2.0
autograder_annotation_000049,rubric_item_000012,3,1,1.0
autograder_annotation_000049,rubric_item_000013,4,1,1.0
autograder_annotation_000049,rubric_item_000014,5,1,1.0
autograder_annotation_000049,rubric_item_000015,6,1,1.0
autograder_annotation_000049,rubric_item_000016,7,1,1.0
autograder_annotation_000049,rubric_item_000017,8,1,1.0
autograder_annotation_000049,rubric_item_000018,9,1,1.0
autograder_annotation_000049,rubric_item_000019,10,1,1.0
autograder_annotation_000049,rubric_item_000020,11,1,1.0
autograder_annotation_000049,rubric_item_000021,12,0,0
autograder_annotation_000049,rubric_item_000022,13,0,0
autograder_annotation_000049,rubric_item_000023,14,0,0
autograder_annotation_000049,rubric_item_000024,15,0,0
autograder_annotation_000049,rubric_item_000025,16,0,0
autograder_annotation_000049,rubric_item_000026,17,1,1.0
autograder_annotation_000049,rubric_item_000027,18,0,0
autograder_annotation_000049,rubric_item_000028,19,1,1.0
autograder_annotation_000049,rubric_item_000029,20,0,0
autograder_annotation_000049,rubric_item_000030,21,0,0
autograder_annotation_000049,rubric_item_000031,22,1,1.0
autograder_annotation_000049,rubric_item_000032,23,1,1.0
autograder_annotation_000049,rubric_item_000033,24,0,0
autograder_annotation_000049,rubric_item_000034,25,1,1.0
autograder_annotation_000049,rubric_item_000035,26,1,1.0
autograder_annotation_000049,rubric_item_000036,27,1,-1.0
autograder_annotation_000049,rubric_item_000037,28,1,-0.5
autograder_annotation_000050,rubric_item_000010,1,1,1.0
autograder_annotation_000050,rubric_item_000011,2,1,2.0
autograder_annotation_000050,rubric_item_000012,3,1,1.0
autograder_annotation_000050,rubric_item_000013,4,1,1.0
autograder_annotation_000050,rubric_item_000014,5,1,1.0
autograder_annotation_000050,rubric_item_000015,6,1,1.0
autograder_annotation_000050,rubric_item_000016,7,1,1.0
autograder_annotation_000050,rubric_item_000017,8,1,1.0
autograder_annotation_000050,rubric_item_000018,9,1,1.0
autograder_annotation_000050,rubric_item_000019,10,1,1.0
autograder_annotation_000050,rubric_item_000020,11,0,0
autograder_annotation_000050,rubric_item_000021,12,0,0
autograder_annotation_000050,rubric_item_000022,13,0,0
autograder_annotation_000050,rubric_item_000023,14,0,0
autograder_annotation_000050,rubric_item_000024,15,0,0
autograder_annotation_000050,rubric_item_000025,16,0,0
autograder_annotation_000050,rubric_item_000026,17,0,0
autograder_annotation_000050,rubric_item_000027,18,0,0
autograder_annotation_000050,rubric_item_000028,19,0,0
autograder_annotation_000050,rubric_item_000029,20,0,0
autograder_annotation_000050,rubric_item_000030,21,0,0
autograder_annotation_000050,rubric_item_000031,22,1,1.0
autograder_annotation_000050,rubric_item_000032,23,1,1.0
autograder_annotation_000050,rubric_item_000033,24,0,0
autograder_annotation_000050,rubric_item_000034,25,1,1.0
autograder_annotation_000050,rubric_item_000035,26,1,1.0
autograder_annotation_000050,rubric_item_000036,27,1,-1.0
autograder_annotation_000050,rubric_item_000037,28,2,-1.0
autograder_annotation_000051,rubric_item_000010,1,1,1.0
autograder_annotation_000051,rubric_item_000011,2,1,2.0
autograder_annotation_000051,rubric_item_000012,3,1,1.0
autograder_annotation_000051,rubric_item_000013,4,1,1.0
autograder_annotation_000051,rubric_item_000014,5,1,1.0
autograder_annotation_000051,rubric_item_000015,6,1,1.0
autograder_annotation_000051,rubric_item_000016,7,1,1.0
autograder_annotation_000051,rubric_item_000017,8,1,1.0
autograder_annotation_000051,rubric_item_000018,9,1,1.0
autograder_annotation_000051,rubric_item_000019,10,1,1.0
autograder_annotation_000051,rubric_item_000020,11,0,0
autograder_annotation_000051,rubric_item_000021,12,0,0
autograder_annotation_000051,rubric_item_000022,13,0,0
autograder_annotation_000051,rubric_item_000023,14,0,0
autograder_annotation_000051,rubric_item_000024,15,0,0
autograder_annotation_000051,rubric_item_000025,16,0,0
autograder_annotation_000051,rubric_item_000026,17,0,0
autograder_annotation_000051,rubric_item_000027,18,0,0
autograder_annotation_000051,rubric_item_000028,19,0,0
autograder_annotation_000051,rubric_item_000029,20,0,0
autograder_annotation_000051,rubric_item_000030,21,0,0
autograder_annotation_000051,rubric_item_000031,22,1,1.0
autograder_annotation_000051,rubric_item_000032,23,1,1.0
autograder_annotation_000051,rubric_item_000033,24,0,0
autograder_annotation_000051,rubric_item_000034,25,1,1.0
autograder_annotation_000051,rubric_item_000035,26,1,1.0
autograder_annotation_000051,rubric_item_000036,27,1,-1.0
autograder_annotation_000051,rubric_item_000037,28,2,-1.0
autograder_annotation_000055,rubric_item_000130,1,1,1.0
autograder_annotation_000055,rubric_item_000131,2,1,1.0
autograder_annotation_000055,rubric_item_000132,3,1,1.0
autograder_annotation_000055,rubric_item_000133,4,0,0
autograder_annotation_000055,rubric_item_000134,5,1,1.0
autograder_annotation_000055,rubric_item_000135,6,1,1.0
autograder_annotation_000055,rubric_item_000136,7,0,0
autograder_annotation_000055,rubric_item_000137,8,0,0
autograder_annotation_000055,rubric_item_000138,9,0,-0.0
autograder_annotation_000055,rubric_item_000139,10,1,-0.5
autograder_annotation_000056,rubric_item_000130,1,1,1.0
autograder_annotation_000056,rubric_item_000131,2,1,1.0
autograder_annotation_000056,rubric_item_000132,3,1,1.0
autograder_annotation_000056,rubric_item_000133,4,0,0
autograder_annotation_000056,rubric_item_000134,5,1,1.0
autograder_annotation_000056,rubric_item_000135,6,1,1.0
autograder_annotation_000056,rubric_item_000136,7,1,1.0
autograder_annotation_000056,rubric_item_000137,8,1,1.0
autograder_annotation_000056,rubric_item_000138,9,0,-0.0
autograder_annotation_000056,rubric_item_000139,10,3,-1.5
autograder_annotation_000057,rubric_item_000130,1,1,1.0
autograder_annotation_000057,rubric_item_000131,2,1,1.0
autograder_annotation_000057,rubric_item_000132,3,1,1.0
autograder_annotation_000057,rubric_item_000133,4,0,0
autograder_annotation_000057,rubric_item_000134,5,1,1.0
autograder_annotation_000057,rubric_item_000135,6,1,1.0
autograder_annotation_000057,rubric_item_000136,7,1,1.0
autograder_annotation_000057,rubric_item_000137,8,1,1.0
autograder_annotation_000057,rubric_item_000138,9,1,-1.0
autograder_annotation_000057,rubric_item_000139,10,1,-0.5
autograder_annotation_000061,rubric_item_000157,1,1,1.0
autograder_annotation_000061,rubric_item_000158,2,1,1.0
autograder_annotation_000061,rubric_item_000159,3,1,1.0
autograder_annotation_000061,rubric_item_000160,4,0,0
autograder_annotation_000061,rubric_item_000161,5,1,1.0
autograder_annotation_000061,rubric_item_000162,6,1,1.0
autograder_annotation_000061,rubric_item_000163,7,0,0
autograder_annotation_000061,rubric_item_000164,8,0,0
autograder_annotation_000061,rubric_item_000165,9,0,0
autograder_annotation_000061,rubric_item_000166,10,1,1.0
autograder_annotation_000061,rubric_item_000167,11,0,0
autograder_annotation_000061,rubric_item_000168,12,1,1.0
autograder_annotation_000061,rubric_item_000169,13,1,1.0
autograder_annotation_000061,rubric_item_000170,14,1,1.0
autograder_annotation_000061,rubric_item_000171,15,1,1.0
autograder_annotation_000061,rubric_item_000172,16,0,-0.0
autograder_annotation_000061,rubric_item_000173,17,2,-1.0
autograder_annotation_000062,rubric_item_000157,1,1,1.0
autograder_annotation_000062,rubric_item_000158,2,1,1.0
autograder_annotation_000062,rubric_item_000159,3,1,1.0
autograder_annotation_000062,rubric_item_000160,4,0,0
autograder_annotation_000062,rubric_item_000161,5,1,1.0
autograder_annotation_000062,rubric_item_000162,6,1,1.0
autograder_annotation_000062,rubric_item_000163,7,0,0
autograder_annotation_000062,rubric_item_000164,8,0,0
autograder_annotation_000062,rubric_item_000165,9,0,0
autograder_annotation_000062,rubric_item_000166,10,1,1.0
autograder_annotation_000062,rubric_item_000167,11,0,0
autograder_annotation_000062,rubric_item_000168,12,0,0
autograder_annotation_000062,rubric_item_000169,13,1,1.0
autograder_annotation_000062,rubric_item_000170,14,1,1.0
autograder_annotation_000062,rubric_item_000171,15,1,1.0
autograder_annotation_000062,rubric_item_000172,16,0,-0.0
autograder_annotation_000062,rubric_item_000173,17,2,-1.0
autograder_annotation_000063,rubric_item_000157,1,1,1.0
autograder_annotation_000063,rubric_item_000158,2,1,1.0
autograder_annotation_000063,rubric_item_000159,3,1,1.0
autograder_annotation_000063,rubric_item_000160,4,0,0
autograder_annotation_000063,rubric_item_000161,5,1,1.0
autograder_annotation_000063,rubric_item_000162,6,1,1.0
autograder_annotation_000063,rubric_item_000163,7,0,0
autograder_annotation_000063,rubric_item_000164,8,0,0
autograder_annotation_000063,rubric_item_000165,9,0,0
autograder_annotation_000063,rubric_item_000166,10,1,1.0
autograder_annotation_000063,rubric_item_000167,11,0,0
autograder_annotation_000063,rubric_item_000168,12,0,0
autograder_annotation_000063,rubric_item_000169,13,1,1.0
autograder_annotation_000063,rubric_item_000170,14,1,1.0
autograder_annotation_000063,rubric_item_000171,15,1,1.0
autograder_annotation_000063,rubric_item_000172,16,0,-0.0
autograder_annotation_000063,rubric_item_000173,17,3,-1.5
autograder_annotation_000067,rubric_item_000348,1,1,1.0
autograder_annotation_000067,rubric_item_000349,2,0,0
autograder_annotation_000067,rubric_item_000350,3,1,1.0
autograder_annotation_000067,rubric_item_000351,4,1,-1.0
autograder_annotation_000067,rubric_item_000352,5,12,-6.0
autograder_annotation_000068,rubric_item_000348,1,1,1.0
autograder_annotation_000068,rubric_item_000349,2,0,0
autograder_annotation_000068,rubric_item_000350,3,1,1.0
autograder_annotation_000068,rubric_item_000351,4,0,-0.0
autograder_annotation_000068,rubric_item_000352,5,4,-2.0
autograder_annotation_000069,rubric_item_000348,1,1,1.0
autograder_annotation_000069,rubric_item_000349,2,0,0
